DATE,SHARE CODE,ISSUER NAME,BANK,GOVERNMENT,PRIVATE EQUITY,TRUSTEE BANK,VENTURE CAPITAL,PRIVATE BANK,EXCHANGE TRADED FUNDS,INVESTMENT MANAGER,INVESTMENT ADVISORS,BROKERAGE FIRMS,HEDGE FUND,SOVEREIGN WEALTH FUND,CAPITAL MARKET SUPPORTING INSTITUTIONS AND PROFESSIONS,COMMANDITAIRE VENNOOTSCHAP (CV) OR LIMITED PARTNERSHIP,FIRM,INVESTMENT FUND SELLING AGENT,PEER TO PEER LENDING,PERMANENT ESTABLISHMENT,SOLE PROPRIETORSHIP,CORPORATE,ASSOCIATION/SOCIAL ORGANIZATIONS,STATE OWNED ENTERPRISES,CENTRAL BANK,STATE OWNED COMPANY,DIOCESE,CONFERENCE,CONGREGATION,COOPERATIVES,INTERNATIONAL ORGANIZATION,POLITICAL PARTIES,PARTNERSHIP,EDUCATIONAL INSTITUTION,MUTUAL FUNDS (MF),SECURITIES COMPANY (SC),PENSION FUNDS (PF),FINANCIAL INSTITUTIONAL (IB),INSURANCE (IS),FOUNDATION (FD),INDIVIDUAL (ID),TOTAL SCRIPLESS
31-Mar-2026,CBUT,CITRA BORNEO UTAMA Tbk,651100,0,11963280,0,0,0,0,0,344152300,0,0,0,153125100,55000,0,0,0,0,0,1741264220,0,0,0,0,0,0,0,0,0,0,0,0,8176300,0,0,0,0,0,9876400,2269263700
31-Mar-2026,CCSI,COMMUNICATION CABLE SYSTEMS INDONESIA Tbk,20,0,0,0,17900,18888820,0,0,351900,0,0,0,100,60,0,0,0,0,0,834587467,0,0,0,0,0,0,0,0,0,0,0,0,21240,106900,0,0,0,60,220424220,1074398687
31-Mar-2026,CDIA,CHANDRA DAYA INVESTASI Tbk,1355092800,0,3707000,0,3000,26205000,4021988,1236400,70676171,0,0,0,533000,2265900,1331000,0,0,0,121500,15746782058,300000,0,0,0,0,0,0,145000,0,0,0,0,43640000,263685983,7843500,0,1819900,136000,6188034400,23717580600
31-Mar-2026,CEKA,WILMAR CAHAYA INDONESIA Tbk,625900,0,0,0,0,1200000,0,911500,9800,470050,0,0,270800,0,2500,0,0,511817300,29490000,157152,0,0,0,0,0,0,0,0,0,0,0,0,300000,174992,26100,0,21000,0,48671906,594149000
31-Mar-2026,CENT,CENTRATAMA TELEKOMUNIKASI INDONESIA Tbk,621700,0,5863900,0,0,0,0,110000,23290100,0,0,0,8029300,100000,0,0,0,0,0,28787643632,0,0,0,0,0,0,0,0,0,0,0,0,0,1268110936,0,0,0,100800,1089594532,31183464900
31-Mar-2026,CFIN,CLIPAN FINANCE INDONESIA Tbk,2092822059,6691622,0,0,0,2274700,1995000,50876200,2458200,155496,0,0,200113,0,0,0,0,0,62500,8813108,0,0,0,33300,0,0,0,0,0,0,0,0,423045956,264757210,18421582,0,0,22,1110320437,3982927505
31-Mar-2026,CGAS,CITRA NUSANTARA GEMILANG Tbk,1732900,0,0,0,0,700000,0,0,3142600,0,0,0,0,0,0,0,0,0,0,1558000,0,0,0,0,0,0,0,0,0,0,0,0,0,11800,0,0,0,0,524353739,531499039
31-Mar-2026,CHEK,DIASTIKA BIOTEKINDO Tbk,200,0,79073800,0,0,0,0,0,1661100,0,0,0,0,63921100,0,0,0,0,0,331031900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386744900,862433000
31-Mar-2026,CHEM,CHEMSTAR INDONESIA Tbk,67700,0,0,0,0,0,0,0,6074700,0,0,0,100,0,0,0,0,0,0,55081700,0,0,0,0,0,0,0,0,0,0,0,0,0,50,647800,0,0,0,438160744,500032794
31-Mar-2026,CHIP,PELITA TEKNOLOGI GLOBAL Tbk,0,0,0,0,0,0,0,0,104500,0,0,0,100,19376900,0,0,0,0,0,628955400,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,157560100,806000000
31-Mar-2026,CINT,CHITOSE INTERNASIONAL Tbk,0,0,0,0,35667250,49000000,0,0,107030450,0,0,0,100,0,0,0,0,0,0,117791200,0,0,0,0,0,0,0,88,0,0,0,0,0,19250000,0,0,5660400,100,151122312,485521900
31-Mar-2026,CITA,CITA MINERAL INVESTINDO Tbk,8898098,215000,4400,0,0,0,0,0,364700,0,0,0,14150,112810,0,0,0,0,0,2129154079,0,0,0,0,0,100000,51100,0,0,0,0,90800,2527901,117548831,566600,254100,50000,0,40303418,2300255987
31-Mar-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,446200,0,5338500,0,0,0,0,0,5699900,0,0,0,100,155252169,120000,0,0,0,0,139355478,0,0,0,0,0,0,0,0,0,0,0,0,50723033,2043275,0,0,165046,83,59940312,419084096
31-Mar-2026,CLAY,CITRA PUTRA REALTY Tbk,6200,0,0,0,0,0,0,0,241500,0,0,0,100,0,0,0,0,0,0,53653667,0,0,0,0,0,0,0,0,0,0,0,0,1823000,3003400,0,0,0,0,461272133,520000000
31-Mar-2026,CLEO,SARIGUNA PRIMATIRTA Tbk,6647161,0,0,0,0,0,11336400,0,38020400,28,0,0,122200,278900,927500000,0,0,0,0,2678073258,0,200,0,0,0,0,0,2330100,0,0,1200000,655000,71418500,2308765,277400,1840100,247000,0,1997744088,5739999500
31-Mar-2026,CLPI,COLORPAK INDONESIA Tbk,354500,0,0,74000,0,0,0,1690300,38900,0,0,0,90100,0,0,0,0,0,0,157224200,0,0,0,0,0,0,0,0,0,0,0,0,560400,50700,0,0,0,50100,124145300,284278500
31-Mar-2026,CMNP,CITRA MARGA NUSAPHALA PERSADA Tbk,1013842,0,131000,0,0,3975788815,1021250,70000,275660,51063,0,265950,224845,0,0,0,0,0,28782,334102106,0,0,0,0,0,0,0,0,0,0,131,0,35294130,11081367,296686,68,0,812,2284799065,6644445572
31-Mar-2026,CMNT,CEMINDO GEMILANG Tbk,6467200,0,0,0,0,296069700,5400900,0,362306000,0,0,0,10100,0,0,0,0,0,0,16223768400,0,0,0,0,0,0,0,0,0,0,0,0,16667900,1329437,354000,674400,0,0,212455963,17125504000
31-Mar-2026,CMPP,AIRASIA INDONESIA Tbk,0,0,0,0,0,0,0,0,38000000,0,0,0,7097200,2719200,5287000,0,0,0,0,10064091300,0,0,0,0,0,0,0,0,0,0,0,0,0,401123100,0,0,0,100000,165568641,10683986441
31-Mar-2026,CMRY,CISARUA MOUNTAIN DAIRY Tbk,39223164,64083700,447784378,12786600,46332800,10768950,13910307,16995700,53444800,814290,29791600,59901678,86800,605471,75270,0,0,0,300,67025903,1385700,0,10499800,645600,0,0,0,0,19448200,0,0,420700,506132823,114578750,142502644,9821300,246170800,3069900,492368672,2410676600
31-Mar-2026,CNKO,EXPLOITASI ENERGI INDONESIA Tbk,4401800,0,2100,0,0,8400500,0,0,181350,1425,0,0,100100,27950,300000,0,0,0,2200000,4318841176,0,1500,0,0,0,0,0,0,0,0,0,0,100060363,40395116,12500000,0,196254,1350147,4467396325,8956356106
31-Mar-2026,CNMA,NUSANTARA SEJAHTERA RAYA Tbk,4666075,0,0,1500000,1188309900,19700000,0,0,890868100,13,139819322,237167800,2500000,0,28500,0,0,0,0,76774549581,0,0,0,0,0,0,9985000,0,0,0,0,0,1203938863,4258027,179552700,0,392629900,56177200,2239349019,83345000000
31-Mar-2026,CNTX,CENTEX Tbk SERI A PREFEREN,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38797054,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,2723946,41523000
31-Mar-2026,COAL,BLACK DIAMOND RESOURCES Tbk,43955700,0,0,0,0,0,0,0,60988400,0,0,0,1589100,900,843600,0,0,0,100000,148214900,2500,0,0,0,0,0,0,0,0,0,0,0,0,1641900,0,0,0,1200,5742661800,6000000000
31-Mar-2026,COCO,WAHANA INTERFOOD NUSANTARA Tbk,188597944,0,1826864757,0,4500000,100000,0,0,13967555,0,0,0,100,1804200,63,0,0,0,0,235581522,0,0,0,0,0,0,0,0,0,0,0,0,26623900,80575364,0,0,0,100052,1180740467,3559455924
31-Mar-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,20162300,0,0,0,202800000,178882000,1471300,34000,9848950400,0,0,0,99000,679600,0,0,0,0,3000,2234169300,0,0,0,0,0,0,0,0,0,0,0,0,12952200,1877500,0,0,0,0,2203801800,14705882400
31-Mar-2026,COWL,COWELL DEVELOPMENT Tbk,0,40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094511039,0,3575333804,0,147493,0,0,0,0,0,0,0,0,0,0,125615659,40840,2231,0,10000,0,75512155,4871214021
31-Mar-2026,CPIN,CHAROEN POKPHAND INDONESIA Tbk,761802329,44179607,11129574,610897586,0,2371664300,420792485,46086130,9938077,436,1957600,51552891,7797948,106949,7000,0,0,0,0,69918569,31300,15818918,110053829,19154400,0,0,0,3701400,993100,0,4348987,7812145,546674878,399882796,352253197,6906726,455038360,11441500,237655773,6579598790
31-Mar-2026,CPRI,CAPRI NUSA SATU PROPERTI Tbk,6331911,0,0,0,0,0,0,11748200,0,890000,0,0,100,85000,0,0,0,0,0,0,0,10808557,0,0,0,0,0,51300,0,0,0,0,53925108,124293700,2163624,0,0,5100,473077358,683379958
31-Mar-2026,CPRO,CENTRAL PROTEINAPRIMA Tbk,3153773700,0,48272390,0,0,4452797716,0,970000,163283800,30063,0,0,2858628513,4036900,3873000,0,0,0,1290800,27228411990,0,1500,0,0,0,0,0,135000,0,0,17397100,0,225331700,5468915250,250000,0,48171500,27002,15821667426,59497265350
31-Mar-2026,CRAB,TOBA SURIMI INDUSTRIES Tbk,0,0,0,0,0,0,0,0,2601400,0,0,0,100,0,0,0,0,0,114920000,124751700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147726800,390000000
31-Mar-2026,CRSN,CARSURIN Tbk,0,0,0,0,0,0,0,0,148700100,0,0,0,0,0,144100000,0,0,0,0,159231200,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,147967700,600000000
31-Mar-2026,CSAP,CATUR SENTOSA ADIPRANA Tbk,120,125100,0,568336263,0,48936200,0,3193238,122700,10,749033925,0,26177,600,0,0,0,0,0,18914300,0,0,0,0,0,0,0,0,0,0,0,0,3592300,9241901,0,0,0,0,132216349,1533739183
31-Mar-2026,CSIS,CAHAYASAKTI INVESTINDO SUKSES Tbk,52500,0,350232000,0,0,0,0,0,18291400,0,0,0,100,0,0,0,0,0,200,1193364559,0,3800,0,0,0,0,0,0,0,0,0,0,0,34920,0,0,0,0,267820521,1829800000
31-Mar-2026,CSMI,CIPTA SELERA MURNI Tbk,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27753100,0,0,0,0,0,0,0,0,0,0,0,0,120401900,0,0,0,0,0,209701100,357861500
31-Mar-2026,CSRA,CISADANE SAWIT RAYA Tbk,357400,0,137457972,0,0,0,0,0,3886900,0,0,0,100,0,2721600,0,0,0,0,1741147600,0,0,0,0,0,0,0,0,0,0,0,253100,2585425,347605,2774532,91794,171944,363800,157840228,2050000000
31-Mar-2026,CTBN,CITRA TUBINDO Tbk,14290300,0,0,0,0,0,0,0,6200,0,0,0,200,0,654029420,0,0,0,0,130154810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713760,799194690
31-Mar-2026,CTRA,CIPUTRA DEVELOPMENT Tbk,116939605,36440863,122596,99157980,10175100,35811084,423843581,176325423,9855963,1121,3165900,415944948,1867306,44400,160078,0,0,0,26000,4519057332,0,450000,3661300,46115511,0,0,0,640,163200,0,2823400,9707625,2644264252,50185168,501775029,24284015,1022650210,28404246,2176496509,12359920385
31-Mar-2026,CTTH,CITATAH  Tbk,2849225,52725864,64800681,0,0,0,0,0,0,17000,0,0,100,0,0,0,0,0,0,78737430,0,0,0,0,0,0,0,0,0,0,0,0,0,116529469,0,0,0,0,527046945,842706714
31-Mar-2026,CUAN,PETRINDO JAYA KREASI Tbk,2380323221,101117734,571323,274937872,0,4500977900,759264613,57561957,584423280,98720981,6376773,77304145,213083450,161600,422100,0,0,0,20000,3307392290,86000,3204000,467343300,3999300,0,0,0,48000,404200,0,961500,0,1017307926,566822811,565289556,32650378,45609930,957300,8454851560,23522195000
31-Mar-2026,CYBR,ITSEC ASIA Tbk,347688828,0,1711342957,563772970,59000,184884180,7140471,0,401846850,140309,0,0,10462000,565000,20210600,0,0,0,0,2655403129,0,0,0,0,0,0,0,0,0,0,0,0,11000000,266600660,0,0,390900,17300,533723593,6715248747
31-Mar-2026,DAAZ,DAAZ BARA LESTARI Tbk,2434900,0,156970000,0,0,3453100,0,50000,276000,0,0,0,0,627600,0,0,0,0,0,62266600,0,0,0,0,0,0,0,0,0,0,0,0,100000,973400,0,0,0,0,72848400,300000000
31-Mar-2026,DADA,DIAMOND CITRA PROPERTINDO Tbk,954500,0,0,0,0,0,0,0,3650200,0,0,0,100,2500,1140000,0,0,0,208200,1607729100,0,0,0,0,0,0,0,0,0,0,0,0,0,89000001,0,0,0,28505,5693817694,7396530800
31-Mar-2026,DART,DUTA ANGGADA REALTY Tbk,46601400,20,10000,0,0,46816980,0,0,923676,20,0,0,100,0,0,0,0,0,0,1395583208,0,0,0,0,0,0,0,180,0,0,0,0,0,494316,1096000,20040,960,4682500,1596761510,3092990910
31-Mar-2026,DATA,REMALA ABADI Tbk,733200,0,0,0,0,245600,0,0,248800,0,0,0,0,310700,5000,0,0,0,0,551243200,0,0,0,0,0,0,0,0,0,0,0,0,0,8800,0,0,0,0,347619600,900414900
31-Mar-2026,DAYA,DUTA INTIDAYA Tbk,0,0,0,0,0,104543100,0,0,7400,0,0,0,100,0,447007259,0,0,0,0,2117800,0,0,0,0,0,0,0,0,0,0,0,0,0,70153200,0,1788029003,0,0,8689163,2420547025
31-Mar-2026,DCII,DCI INDONESIA Tbk,0,0,210000000,0,74531600,5500,500,0,80257800,0,0,0,1900,0,0,0,0,0,0,66922450,0,0,0,0,0,0,0,0,0,0,0,0,1600,700,0,0,146450,0,275333161,707201661
31-Mar-2026,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,89105500,0,0,0,0,0,0,0,0,0,0,0,0,0,4355740,6250000,0,0,12200,999359578,1099083218
31-Mar-2026,DEFI,DANASUPRA ERAPACIFIC Tbk,0,6597938,0,0,0,0,0,99417000,0,0,0,0,0,0,0,0,0,0,0,198379563,0,0,0,0,0,0,0,0,0,0,0,125000,0,7161401,0,66,166834540,0,54764392,533279900
31-Mar-2026,DEPO,CATURKARDA DEPO BANGUNAN Tbk,2500,0,0,156823600,0,0,0,3327100,264400,0,0,0,100,0,0,0,0,0,0,1620819000,0,0,0,0,0,0,0,0,0,0,0,0,0,57440600,28400,0,0,0,172228500,2010934200
31-Mar-2026,DEWA,DARMA HENWA Tbk,395548101,8,3908705844,19157300,15000,139246900,137655600,2601005200,637529100,620068,0,580900,67937020,3437700,3183800566,1000000,0,0,1791000,9172132699,0,2200,891000,0,0,2250000,0,11502500,0,0,7498400,0,1308645945,3996424951,247240008,6798500,127312900,29699809,14679005025,40687434244
31-Mar-2026,DEWI,DEWI SHRI FARMINDO Tbk,11994600,0,0,0,0,0,0,0,21875400,0,0,0,100,0,0,0,0,0,0,1162400,0,0,0,0,0,0,0,0,0,0,0,0,0,36735100,0,0,3800000,0,1131432400,1207000000
31-Mar-2026,DFAM,DAFAM PROPERTY INDONESIA Tbk,2733100,0,27500,0,0,0,0,0,14262670,0,0,0,100,700000,0,0,0,0,0,1018007400,0,0,0,0,0,0,0,0,0,0,0,0,240084900,50,0,0,0,0,624037130,1899852850
31-Mar-2026,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,1360500,0,560509100,3000000,198834400,2772000,0,0,9046100,0,0,0,200100,0,7225000,0,0,0,0,3535282400,0,100,0,0,0,0,0,0,0,0,0,0,0,536959300,0,0,0,0,530976000,5386165000
31-Mar-2026,DGNS,DIAGNOS LABORATORIUM UTAMA Tbk,1062200,0,0,0,0,3727900,0,0,2858400,0,0,0,10100,124400,0,0,0,0,0,112077300,0,0,0,0,0,0,0,397600,0,0,0,0,0,131600,0,0,0,0,233238500,353628000
31-Mar-2026,DGWG,DELTA GIRI WACANA Tbk,7275400,0,17259100,0,0,0,0,0,24181300,0,0,0,0,5895300,0,0,0,0,0,585128600,0,0,0,0,0,0,0,0,0,0,0,0,0,737021200,0,0,0,0,2020298000,3397058900
31-Mar-2026,DIGI,ARKADIA DIGITAL MEDIA Tbk,0,0,0,0,800000,0,0,0,584817300,0,0,0,100,0,0,0,0,0,0,3454200,0,0,0,0,0,0,0,0,0,0,0,0,0,185000,0,0,0,8700,1035734700,1625000000
31-Mar-2026,DILD,INTILAND DEVELOPMENT Tbk,15216211,12374900,13500,0,0,198347800,15438700,0,826695346,100051,0,2115400,1557730178,0,6100000,400000,0,0,0,1360895130,0,0,0,360000,0,0,0,3262680,0,0,13210100,0,191674619,2062285613,18085381,1887400,28082800,300,3911149384,10225425493
31-Mar-2026,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,929700,0,11250700,0,0,0,0,1249200,2599200,0,0,0,100,0,0,0,0,0,0,609158100,0,0,0,0,0,0,0,0,0,0,0,0,0,187200,0,0,487344500,0,315852700,1428571400
31-Mar-2026,DKFT,CENTRAL OMEGA RESOURCES Tbk,17098700,3696100,0,0,0,146599500,26019500,0,14518300,32,0,0,200100,3140200,100,0,0,0,0,3618866003,0,400,0,0,0,0,0,0,0,0,0,0,51637739,14121576,11942483,0,24362900,0,1693042967,5625246600
31-Mar-2026,DKHH,CIPTA SARANA MEDIKA Tbk,1016800,0,500,0,0,0,0,0,826800,0,0,0,0,500,0,0,0,0,0,560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,527748251,530152901
31-Mar-2026,DLTA,DELTA DJAKARTA Tbk,264100,0,12150,130800,0,0,0,2783900,4950,600000,0,0,350100,0,1000,0,0,0,0,3374600,0,0,0,0,0,0,0,0,0,0,0,0,46764950,3334600,74800,0,0,82000,62668200,120446150
31-Mar-2026,DMAS,PURADELTA LESTARI Tbk,43863128,878600,1180500,0,9500,5400000,22494800,12644800,21568800,150,0,2493800,3552200,0,11800000,0,0,0,487700,245192345,0,853927400,0,28217100,0,0,0,122500,0,0,0,0,411585200,34782761,44293316,3906600,347969600,22323900,6421116400,8539811100
31-Mar-2026,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,107895,0,261073900,0,0,1111968200,475000,0,1275400,68,0,0,150,0,0,0,0,0,50000,4975982832,0,0,0,0,0,0,0,0,0,0,0,0,0,10481787,104500,0,0,0,1330787968,7692307700
31-Mar-2026,DMND,DIAMOND FOOD INDONESIA Tbk,3000,0,0,0,0,0,0,0,83500,0,657482849,0,40100,0,0,0,0,0,0,1951810964,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,40757400,2650207813
31-Mar-2026,DNAR,BANK OKE INDONESIA Tbk,353611,0,100,0,0,6731871,0,0,630664123,0,0,0,300100,0,0,0,0,0,0,1716500,0,0,0,0,0,0,0,0,0,0,0,0,0,1768533,0,4923693929,0,77,800683027,6365911871
31-Mar-2026,DNET,INDORITEL MAKMUR INTERNASIONAL Tbk,13200,0,189836500,0,0,0,0,0,0,0,0,0,600,53100,0,0,0,0,0,9925664769,0,0,0,0,0,0,0,0,0,0,0,0,10957700,51118908,1147200,0,401188700,0,3601869323,14181850000
31-Mar-2026,DOID,BUMA INTERNASIONAL GRUP Tbk,600474815,688900,2924535000,0,0,348914615,26718700,30000,5087897,187,29012147,1026000,433084100,455300,0,0,0,0,0,372512990,0,0,0,0,0,0,189400,0,0,0,0,0,149792557,305643091,75392274,3356000,18671100,89200,2354332859,7650007132
31-Mar-2026,DOOH,ERA MEDIA SEJAHTERA Tbk,23854900,0,1464800,0,0,0,0,1600000,20906700,0,0,0,0,300000,17700,0,0,0,0,6248819000,0,0,0,0,0,0,0,0,0,0,0,0,1000000,5663320,0,0,0,150000,1411114616,7714891036
31-Mar-2026,DOSS,GLOBAL SUKSES DIGITAL Tbk,0,0,0,0,0,83343500,0,0,9369200,0,0,0,0,0,0,0,0,0,0,23786800,0,0,0,0,0,0,0,0,0,0,0,0,3381100,11725000,0,0,0,0,506819400,638425000
31-Mar-2026,DPNS,DUTA PERTIWI NUSANTARA,9077,16,338,0,0,38045822,0,0,0,1670,0,0,100,0,0,0,0,0,0,122282743,0,0,0,0,0,0,0,0,0,0,0,0,0,1302526,0,444,80,84,100200272,261843172
31-Mar-2026,DPUM,DUA PUTRA UTAMA MAKMUR Tbk,2805100,0,0,0,0,0,189570000,12537600,12787000,0,0,0,0,0,0,0,0,0,0,3004538400,0,53338780,0,320273400,0,0,0,0,0,0,0,0,316802,126688100,0,0,0,0,452144818,4175000000
31-Mar-2026,DRMA,DHARMA POLIMETAL Tbk,31988481,1130400,10000000,3500000,10300,10659500,1718200,2052200,120400,28,0,0,38785900,0,0,0,0,0,0,2965010900,0,0,0,0,0,0,0,0,0,0,0,0,360245900,985823,111431268,0,3449700,0,1044793300,4585882300
31-Mar-2026,DSFI,DHARMA SAMUDERA FISHING INDUSTRIES Tbk,16257800,0,0,0,0,0,0,0,1300118050,0,0,0,100,0,0,0,0,0,0,66587500,0,0,0,0,0,0,0,545000,0,0,0,0,0,26132115,34130800,0,0,300,413363835,1857135500
31-Mar-2026,DSNG,DHARMA SATYA NUSANTARA Tbk,46892706,14794688,1043500,21329100,0,45405500,102980964,121920000,9841775,77,5046000,37984111,104253,6650000,238301919,0,0,0,0,4993767231,0,0,4839400,6081000,0,0,0,0,0,0,12178763,0,284161650,503284956,107493407,1184900,69824900,0,1443574100,8078684900
31-Mar-2026,DSSA,DIAN SWASTATIKA SENTOSA Tbk,12437129,3785500,72469263,12785717,0,335493200,38268912,2605099,429987387,4409164,296100,3416424,13302044,1300,74155900,0,0,0,0,1612604205,4100,140900,20853753,196300,0,0,0,1000,16000,0,85000,0,60964407,353361464,27981648,780368,3573016,20200,6004500,3090000000
31-Mar-2026,DUCK,JAYA BERSAMA INDO Tbk,27165800,2567400,53,0,0,3855000,0,700000,31900,5185797,0,0,25755700,4889900,3330000,0,0,0,0,101933754,0,0,0,4400,0,0,0,0,0,0,62620000,0,184647622,15987653,521597,0,60411600,84500,783637324,1283330000
31-Mar-2026,DUTI,DUTA PERTIWI Tbk,383250,33,0,0,0,766400,0,387800,2050,0,0,0,510,0,2100,0,0,0,0,260878267,0,0,0,0,0,0,0,0,0,0,0,0,2376800,29958,0,0,0,0,5986275,270813443
31-Mar-2026,DVLA,DARYA - VARIA LABORATORIA Tbk,270680,0,0,0,0,10038000,0,4900,14900,169500,0,0,100,288000,0,0,0,0,0,1074986212,0,0,0,0,0,0,0,0,0,0,0,0,0,4432565,0,400000,0,0,28070935,1118675792
31-Mar-2026,DWGL,DWI GUNA LAKSANA Tbk,24800,0,0,0,0,0,0,0,2123000,0,0,0,2795100,0,0,0,0,0,0,3059841671,0,0,0,0,0,0,0,0,0,0,0,0,221886400,43,0,0,785673866,0,132603967,4204948847
31-Mar-2026,DYAN,DYANDRA MEDIA INTERNATIONAL Tbk,19874800,0,0,0,0,0,0,100000,14219500,100,0,0,200100,0,0,0,0,0,0,2296061469,0,0,0,0,0,0,0,7480800,0,0,0,0,52225400,298372800,0,0,15404900,0,1227767071,3931706940
31-Mar-2026,EAST,EASTPARC HOTEL Tbk,0,0,0,0,0,0,0,0,1251800,0,0,0,1266500,11500,0,0,0,0,0,30500,53500,0,0,0,0,0,0,0,0,0,0,0,0,47296300,10511800,0,0,0,2211397026,2271818926
31-Mar-2026,ECII,ELECTRONIC CITY INDONESIA Tbk,11611000,0,0,189900,0,0,0,7000,695500,0,0,0,100,0,0,0,0,0,0,173181995,0,0,0,0,0,0,0,0,0,0,0,0,20799000,400764605,0,0,5347500,0,71119400,683716000
31-Mar-2026,EDGE,INDOINTERNET Tbk,200,0,0,0,0,0,0,0,28200,0,0,0,500,0,0,0,0,0,0,1860701300,0,0,0,0,0,0,0,0,0,0,0,0,0,151536900,0,0,0,0,7982900,2020250000
31-Mar-2026,EKAD,EKADHARMA INTERNATIONAL Tbk,4433205,0,0,0,0,0,0,8615000,237700,0,0,0,241000,0,0,0,0,0,399900,2874313800,1500,0,0,0,0,0,0,0,0,0,0,0,202000,120630495,0,0,0,275,452808850,3461883725
31-Mar-2026,ELIT,DATA SINERGITAMA JAYA Tbk,9464100,0,2870000,0,0,0,0,0,20612500,0,0,0,100,0,0,0,0,0,0,451587820,0,0,0,0,0,0,0,0,0,0,0,0,275000,36437101,0,0,0,0,520392544,1041639165
31-Mar-2026,ELPI,PELAYARAN NASIONAL EKALYA PURNAMASARI Tbk,183700,0,0,0,0,181600600,0,0,63100,0,0,1000100,100,0,35000000,0,0,0,0,678633500,0,0,0,0,0,0,0,0,0,0,0,0,3312000,7000,6233900,0,0,0,205966000,1112000000
31-Mar-2026,ELSA,ELNUSA Tbk,93166115,79106973,1747305,27275105,0,15186327,198430154,9974000,42735223,41,0,163900,1670200,1481100,100000,0,0,0,20000,51050290,6396400,3729781100,0,23669700,0,1000000,0,1820200,0,0,26478500,0,702994688,110068447,116506453,5364200,129116100,400,1917474579,7292777500
31-Mar-2026,ELTY,BAKRIELAND DEVELOPMENT Tbk,109000443,0,1095188896,2950000,100000000,1597116953,411816900,12605000,75574000,1836064,0,0,261341960,9274686,202000,5000000,0,0,137500,6641219526,300000,300000,0,2350500,0,0,0,1010000,0,0,2600000,47500,3910807175,323807089,154318286,0,2346610877,5530384,25651651280,42722597019
31-Mar-2026,EMAS,MERDEKA GOLD RESOURCES Tbk,204047775,0,2006100,0,2920400,36075100,184037888,264700,723146725,12771122,12427100,18549700,1738200,382400,2654200,0,0,0,15536800,11055893227,0,0,74500,575300,0,35000,0,0,0,0,0,200,534366300,75590578,11910300,0,122449100,1000,1640889780,14658343495
31-Mar-2026,EMDE,MEGAPOLITAN DEVELOPMENTS Tbk,231147000,0,0,0,0,0,0,0,3815900,0,0,0,200100,0,0,0,0,0,0,31418700,0,0,0,0,0,0,0,3604000,0,0,0,0,51130800,790300,0,0,0,0,790874880,1112981680
31-Mar-2026,EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,1638163075,39512900,1261900,97901500,11700,404691896,474083498,1923900,34462000,42373,3032700,233058156,3119800,4370042,0,0,0,0,462500,17065582047,0,1210000,2561000,22421400,0,0,0,199700,4315800,0,0,3426600,1960097675,621107782,351409337,2252500,759940238,8623100,37687206364,61426451483
31-Mar-2026,ENAK,CHAMP RESTO INDONESIA Tbk,1400,5215545,0,0,1893600,87931400,0,0,237000,0,0,0,100,0,0,0,0,0,0,1654481600,0,0,383200,0,0,0,590300,0,0,0,0,0,25735455,1291100,1452900,0,0,0,387453200,2166666800
31-Mar-2026,ENRG,ENERGI MEGA PERSADA Tbk,100600290,19101500,27646614,106790625,31250,49258325,523891555,822080050,211667310,31417,3664600,62849128,25882572,18542350,4964500,0,0,52,0,13106744383,0,62500,2332000,1363500,0,1500000,0,50158,166700,0,4615946,0,315463340,8416895606,102216928,7287300,211309801,1004465,2197622962,26345637727
31-Mar-2026,ENVY,ENVY TECHNOLOGIES INDONESIA Tbk,23130400,4006300,0,937222,123500,75000,0,405900,0,78,0,0,4594800,108157000,132400,0,0,1350000,0,9596858,0,0,0,0,0,0,0,0,0,0,0,0,0,41429400,483000,0,13783500,700,1461441842,1669647900
31-Mar-2026,ENZO,MORENZO ABADI PERKASA Tbk,1262400,0,0,0,7500,0,0,0,6785100,0,0,0,100,0,0,0,0,0,0,450059900,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,658932122,1117147122
